pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-150,z,0,0,0,0,46,3,187,3,,,,,439.215657833,440.20325270800004,440.20325270800004,440.20325270800004,440.20325270800004,440.2124160000003,441.2078323750002,441.2078323750002,z,1,0.307493083999816,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,47,0,188,0,,,,,441.5240314580001,442.5185544579999,442.5185544579999,442.5185544579999,442.5185544579999,442.5185544579999,443.5158906659999,443.5158906659999,x,1,0.2852121669998269,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,47,1,189,1,,,,,443.8152996250001,444.8028531250002,444.8028531250002,444.8028531250002,444.8028531250002,444.8117897500001,445.7995717910003,445.7995717910003,v,1,0.28826337499958754,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,47,2,190,2,,,,,446.09965520800006,447.08697354100013,447.08697354100013,447.08697354100013,447.08697354100013,447.0962570830002,448.08325216599997,448.08325216599997,c,1,0.34608737600001405,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,47,3,191,3,,,,,448.4414390830002,449.43525854100017,449.43525854100017,449.43525854100017,449.43525854100017,449.43525854100017,450.42488812500005,450.42488812500005,z,1,0.3469272499996805,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,48,0,192,0,,,,,450.7822160830001,451.769896541,451.769896541,451.769896541,451.769896541,451.77895316600006,452.7748581660003,452.7748581660003,x,1,0.2865988749999815,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,48,1,193,1,,,,,453.07400770799995,454.06883766600004,454.06883766600004,454.06883766600004,454.06883766600004,454.06883766600004,455.0665448330001,455.0665448330001,v,1,0.24462520899987794,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,48,2,194,2,,,,,455.3249365830002,456.32511875,456.32511875,456.32511875,456.32511875,456.34239016599986,457.3083567910003,457.3083567910003,c,1,0.4754995419998522,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,48,3,195,3,,,,,457.7994090410002,458.7864173749999,458.7864173749999,458.7864173749999,458.7864173749999,458.79543212499993,459.79164712500005,459.79164712500005,z,1,0.2766734589999942,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,49,0,196,0,,,,,460.0829642910003,461.0699923750003,461.0699923750003,461.0699923750003,461.0699923750003,461.07944045800014,462.0751462080002,462.0751462080002,x,1,0.5017474579999543,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,49,1,197,1,,,,,462.59184404100006,463.592011875,463.592011875,463.592011875,463.592011875,463.6091407500003,464.57520941600023,464.57520941600023,v,1,0.23363062499993248,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,49,2,198,2,,,,,464.8252441660002,465.81919625,465.81919625,465.81919625,465.81919625,465.81919625,466.81676966600025,466.81676966600025,c,1,0.26738791699972353,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,49,3,199,3,,,,,467.0999231660003,468.087442,468.087442,468.087442,468.087442,468.09668375,469.0919912080003,469.0919912080003,z,1,0.255690833999779,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,0,0,0,1,469.36154533299987,470.35437475000026,470.35437475000026,470.35437475000026,470.35437475000026,470.36383408300026,471.3422596250002,471.3422596250002,v,1,0.4444943339999554,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,0,1,1,2,471.8003657080003,472.78699558300013,472.78699558300013,472.78699558300013,472.78699558300013,472.7960524580003,473.79216124999994,473.79216124999994,c,1,0.394997124999918,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,0,2,2,0,474.200318875,475.1877005000001,475.1877005000001,475.1877005000001,475.1877005000001,475.19680204099996,476.19229458300015,476.19229458300015,c,0,0.48363554199977443,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,0,3,3,2,476.6922030410001,477.68660745800025,477.68660745800025,477.68660745800025,477.68660745800025,477.68660745800025,478.6837195000003,478.6837195000003,c,1,0.4293046249999861,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,1,0,4,2,479.12564595799995,480.12591387500015,480.12591387500015,480.12591387500015,480.12591387500015,480.1430023749999,481.10899579099987,481.10899579099987,c,1,0.47821133300021756,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,1,1,5,2,481.6006832500002,482.58775187499987,482.58775187499987,482.58775187499987,482.58775187499987,482.5971998750001,483.59250466599997,483.59250466599997,c,1,0.38354658400021435,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,1,2,6,2,483.9841004580003,484.9711832500002,484.9711832500002,484.9711832500002,484.9711832500002,484.98050679100015,485.97584374999997,485.97584374999997,c,1,0.3606629169998996,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,1,3,7,3,486.3501611249999,487.337236375,487.337236375,487.337236375,487.337236375,487.346279333,488.34248875000003,488.34248875000003,z,1,0.3552385829998457,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,2,0,8,3,488.7091794160001,489.702893958,489.702893958,489.702893958,489.702893958,489.702893958,490.69263520799996,490.69263520799996,z,1,0.39779937499997686,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,2,1,9,0,491.1004618750003,492.0877157079999,492.0877157079999,492.0877157079999,492.0877157079999,492.0966707910002,493.09272450000026,493.09272450000026,x,1,0.5496667500001422,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,2,2,10,1,493.65014279100023,494.637644208,494.637644208,494.637644208,494.637644208,494.6465504580001,495.6427520000002,495.6427520000002,v,1,0.4688527510002132,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,2,3,11,2,496.126110833,497.12046041600024,497.12046041600024,497.12046041600024,497.12046041600024,497.12046041600024,498.11764862500013,498.11764862500013,c,1,0.5842002499998671,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,3,0,12,3,498.7170742500002,499.7041077500003,499.7041077500003,499.7041077500003,499.7041077500003,499.7128899160002,500.709533833,500.709533833,z,1,0.4664937090001331,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,3,1,13,1,501.18387891600014,502.1718025,502.1718025,502.1718025,502.1718025,502.180872291,503.1762748330002,503.1762748330002,v,1,0.4706864590002624,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,3,2,14,0,503.659253625,504.65415791600026,504.65415791600026,504.65415791600026,504.65415791600026,504.65415791600026,505.65179050000006,505.65179050000006,x,1,0.8194270419999157,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,3,3,15,0,506.48450329100024,507.47130241600007,507.47130241600007,507.47130241600007,507.47130241600007,507.480234916,508.46794016600006,508.46794016600006,x,1,0.5920214590000796,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,4,0,16,3,509.076437875,510.0706879160002,510.0706879160002,510.0706879160002,510.0706879160002,510.0706879160002,511.06793508300007,511.06793508300007,z,1,0.49824679199991806,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,4,1,17,0,511.57563041599997,512.5704573749999,512.5704573749999,512.5704573749999,512.5704573749999,512.5704573749999,513.5682980000001,513.5682980000001,x,1,0.4029189170000791,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,4,2,18,0,513.9848892079999,514.971357208,514.971357208,514.971357208,514.971357208,514.9803028750002,515.9767487909999,515.9767487909999,x,1,0.46789112499982366,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,4,3,19,3,516.4600625830003,517.4603068330002,517.4603068330002,517.4603068330002,517.4603068330002,517.477404708,518.4433986250001,518.4433986250001,z,1,0.5354831669997111,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,5,0,20,1,518.9934297079999,519.9936953330002,519.9936953330002,519.9936953330002,519.9936953330002,520.0108001250001,520.9767798329999,520.9767798329999,v,1,0.4779524579998906,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,5,1,21,1,521.468404833,522.4551174580001,522.4551174580001,522.4551174580001,522.4551174580001,522.464186875,523.460245791,523.460245791,v,1,0.5672972919996937,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,5,2,22,2,524.043475166,525.0375207910001,525.0375207910001,525.0375207910001,525.0375207910001,525.0375207910001,526.0350000000003,526.0350000000003,c,1,0.517262626000047,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,5,3,23,2,526.5682405000002,527.5550883750002,527.5550883750002,527.5550883750002,527.5550883750002,527.5644460829999,528.5603716660003,528.5603716660003,c,1,0.3711243339998873,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,6,0,24,0,528.9436980410001,529.9381135409999,529.9381135409999,529.9381135409999,529.9381135409999,529.9381135409999,530.9352764579999,530.9352764579999,x,1,0.6495046669997464,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,6,1,25,2,531.6010634160002,532.5892147909999,532.5892147909999,532.5892147909999,532.5892147909999,532.5988441250001,533.5937484579999,533.5937484579999,v,0,0.4594150839998292,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,6,2,26,1,534.0686244160001,535.055263708,535.055263708,535.055263708,535.055263708,535.0642296250003,536.0605503330003,536.0605503330003,v,1,0.544018708999829,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,6,3,27,3,536.6180770830001,537.6054978750003,537.6054978750003,537.6054978750003,537.6054978750003,537.614556166,538.6019133330001,538.6019133330001,z,1,0.5169475009997768,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,7,0,28,0,539.1357375830003,540.1227409160001,540.1227409160001,540.1227409160001,540.1227409160001,540.1319265000002,541.1274184580002,541.1274184580002,x,1,0.5063437500002692,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,7,1,29,2,541.6440265000001,542.6442726250002,542.6442726250002,542.6442726250002,542.6442726250002,542.6614884579999,543.6273996660002,543.6273996660002,c,1,0.7710738760001732,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,7,2,30,0,544.4108296250001,545.411037291,545.411037291,545.411037291,545.411037291,545.4281619160001,546.394222166,546.394222166,x,1,0.543509874999927,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,7,3,31,0,546.9519232500002,547.9390817910003,547.9390817910003,547.9390817910003,547.9390817910003,547.9486002080002,548.9442830830003,548.9442830830003,x,1,0.6586800009995386,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,8,0,32,3,549.619074708,550.6056954159999,550.6056954159999,550.6056954159999,550.6056954159999,550.614531791,551.6109813749999,551.6109813749999,z,1,0.6185379589996955,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,8,1,33,2,552.244308583,553.2446380410001,553.2446380410001,553.2446380410001,553.2446380410001,553.26167725,554.2358604579999,554.2358604579999,c,1,0.6107912090001264,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,8,2,34,0,554.8610829580002,555.84668925,555.84668925,555.84668925,555.84668925,555.8617291250002,556.8530875000001,556.8530875000001,x,1,0.4710227919999852,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,8,3,35,3,557.3360896660001,558.3226355410002,558.3226355410002,558.3226355410002,558.3226355410002,558.3315306660002,559.3278568330002,559.3278568330002,z,1,0.4905463330001112,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,9,0,36,3,559.8346674160002,560.8233157909999,560.8233157909999,560.8233157909999,560.8233157909999,560.8328110410002,561.8279862909999,561.8279862909999,z,1,0.5002282919999743,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,9,1,37,0,562.336235791,563.323360416,563.323360416,563.323360416,563.323360416,563.3324228330002,564.328012208,564.328012208,x,1,0.5004756669995913,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,9,2,38,3,564.8445995000002,565.8383614160002,565.8383614160002,565.8383614160002,565.8383614160002,565.8383614160002,566.8363010410003,566.8363010410003,z,1,0.5162315839997973,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,9,3,39,1,567.369569041,568.3568197079999,568.3568197079999,568.3568197079999,568.3568197079999,568.3661535000001,569.3614912500002,569.3614912500002,v,1,0.7375724170001376,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,10,0,40,1,570.1115277910003,571.1117469159999,571.1117469159999,571.1117469159999,571.1117469159999,571.1289119580001,572.0949255830001,572.0949255830001,v,1,0.6046547089999876,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,10,1,41,0,572.7116191660002,573.7118087500003,573.7118087500003,573.7118087500003,573.7118087500003,573.7289228330001,574.695016791,574.695016791,x,1,0.6406005829999231,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,10,2,42,2,575.3520815830002,576.3394866660001,576.3394866660001,576.3394866660001,576.3394866660001,576.3483566250002,577.3444413749999,577.3444413749999,c,1,0.3513538749998588,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,10,3,43,1,577.7118122910001,578.7051624999999,578.7051624999999,578.7051624999999,578.7051624999999,578.7051624999999,579.703157375,579.703157375,v,1,0.5915105839999342,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,11,0,44,1,580.3028799580002,581.2901150410003,581.2901150410003,581.2901150410003,581.2901150410003,581.2990132499999,582.2951671660003,582.2951671660003,v,1,0.4744249169998511,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,11,1,45,1,582.785171041,583.7733491250001,583.7733491250001,583.7733491250001,583.7733491250001,583.7823575410002,584.778590291,584.778590291,v,1,0.37565487500023664,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,11,2,46,1,585.1700259160002,586.1570295000001,586.1570295000001,586.1570295000001,586.1570295000001,586.1660656660001,587.1620385000001,587.1620385000001,v,1,0.37552079200031585,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,11,3,47,3,587.5532562080002,588.5401484580002,588.5401484580002,588.5401484580002,588.5401484580002,588.5491285410003,589.5454123750001,589.5454123750001,z,1,0.40277970800025287,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,12,0,48,0,589.9620867910003,590.9560270410002,590.9560270410002,590.9560270410002,590.9560270410002,590.9560270410002,591.9534739999999,591.9534739999999,x,1,0.5187538750001295,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,12,1,49,2,592.4862039160002,593.4740497910002,593.4740497910002,593.4740497910002,593.4740497910002,593.4834527080002,594.478884875,594.478884875,c,1,0.4445978339999783,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,12,2,50,1,594.9362285830002,595.924232458,595.924232458,595.924232458,595.924232458,595.9333234999999,596.92898375,596.92898375,v,1,0.4294021669998074,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,12,3,51,2,597.3703153750002,598.3570125830001,598.3570125830001,598.3570125830001,598.3570125830001,598.365789291,599.362414708,599.362414708,c,1,0.3585091669997382,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,13,0,52,0,599.7358260830001,600.7244867909999,600.7244867909999,600.7244867909999,600.7244867909999,600.733879166,601.728333,601.728333,x,1,0.638058541999726,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,13,1,53,1,602.3791085830003,603.3728927080001,603.3728927080001,603.3728927080001,603.3728927080001,603.3728927080001,604.3624492910003,604.3624492910003,v,1,0.517815624999912,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,13,2,54,1,604.8958124999999,605.8897105000001,605.8897105000001,605.8897105000001,605.8897105000001,605.8897105000001,606.887343416,606.887343416,v,1,0.5793264170001748,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,13,3,55,2,607.479223583,608.479417,608.479417,608.479417,608.479417,608.4965925410002,609.4707843750002,609.4707843750002,c,1,0.4786114170001383,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,14,0,56,2,609.9626564160003,610.9566264160003,610.9566264160003,610.9566264160003,610.9566264160003,610.9566264160003,611.9460724579999,611.9460724579999,c,1,0.4284320009996918,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,14,1,57,1,612.388334833,613.3797218750001,613.3797218750001,613.3797218750001,613.3797218750001,613.3893282080003,614.3794238330001,614.3794238330001,v,1,0.5667790420002348,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,14,2,58,0,614.954047875,615.941040708,615.941040708,615.941040708,615.941040708,615.9504886660002,616.946182875,616.946182875,x,1,0.8065375419996599,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,14,3,59,1,617.7628642499999,618.7567113330001,618.7567113330001,618.7567113330001,618.7567113330001,618.7567113330001,619.7462649160002,619.7462649160002,v,1,0.47955291700009184,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,15,0,60,1,620.2373815830001,621.2244234160003,621.2244234160003,621.2244234160003,621.2244234160003,621.2333478330002,622.2288169160001,622.2288169160001,v,1,0.5866584169998532,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,15,1,61,1,622.8296772910003,623.8234622909999,623.8234622909999,623.8234622909999,623.8234622909999,623.8234622909999,624.8212226660003,624.8212226660003,v,1,0.6106642919999103,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,15,2,62,1,625.4463690000002,626.4466850829999,626.4466850829999,626.4466850829999,626.4466850829999,626.46376775,627.4298360410003,627.4298360410003,v,1,0.46429562599996643,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,15,3,63,2,627.903989125,628.891362541,628.891362541,628.891362541,628.891362541,628.9002539160001,629.8964867909999,629.8964867909999,c,1,0.5097139169997718,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,16,0,64,2,630.421801,631.4084084159999,631.4084084159999,631.4084084159999,631.4084084159999,631.4174325829999,632.41327275,632.41327275,c,1,0.4386830840003313,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,16,1,65,0,632.863228833,633.8571474159999,633.8571474159999,633.8571474159999,633.8571474159999,633.8571474159999,634.8549656660002,634.8549656660002,x,1,0.5609220000001187,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,16,2,66,0,635.4300346660002,636.430184458,636.430184458,636.430184458,636.430184458,636.4473940000003,637.4134654580002,637.4134654580002,x,1,0.4206547500002671,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,16,3,67,1,637.8467867499999,638.8405984999999,638.8405984999999,638.8405984999999,638.8405984999999,638.8405984999999,639.838357958,639.838357958,v,1,0.45415795899998557,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,17,0,68,2,640.3043227080002,641.2915414160002,641.2915414160002,641.2915414160002,641.2915414160002,641.3004436250003,642.2968375,642.2968375,c,1,0.41329354199979207,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,17,1,69,2,642.7217903750002,643.7089456660001,643.7089456660001,643.7089456660001,643.7089456660001,643.718398166,644.7126410830001,644.7126410830001,c,1,0.41886266700021224,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,17,2,70,3,645.1469403330002,646.1312102500001,646.1312102500001,646.1312102500001,646.1312102500001,646.1408432910002,647.130316708,647.130316708,z,1,0.5516982919998554,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,17,3,71,1,647.6969493750003,648.690863458,648.690863458,648.690863458,648.690863458,648.690863458,649.688895625,649.688895625,v,1,0.4769168749999153,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,18,0,72,0,650.1804185410001,651.1647036250001,651.1647036250001,651.1647036250001,651.1647036250001,651.1740453329999,652.1638129580001,652.1638129580001,x,1,0.4665312500001164,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,18,1,73,3,652.6379806660002,653.6260080000002,653.6260080000002,653.6260080000002,653.6260080000002,653.6351050000003,654.6221965,654.6221965,z,1,0.5354557499999828,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,18,2,74,0,655.1722163750001,656.1650494999999,656.1650494999999,656.1650494999999,656.1650494999999,656.1746294580003,657.1639638330003,657.1639638330003,x,1,0.5076935419997426,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,18,3,75,2,657.6882317909999,658.6761032499999,658.6761032499999,658.6761032499999,658.6761032499999,658.6852222910002,659.680679,659.680679,c,1,0.5764359999998305,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,19,0,76,2,660.2721475409999,661.2594272910001,661.2594272910001,661.2594272910001,661.2594272910001,661.2684411250002,662.2641209580001,662.2641209580001,c,1,0.44704300000012154,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,19,1,77,2,662.722327208,663.709672166,663.709672166,663.709672166,663.709672166,663.719120875,664.714134583,664.714134583,c,1,0.3666719580000972,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,19,2,78,1,665.0883115410002,666.0755367080001,666.0755367080001,666.0755367080001,666.0755367080001,666.0844673330002,667.0809221250001,667.0809221250001,v,1,0.4721690420001323,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,19,3,79,1,667.5642412500001,668.5583388330001,668.5583388330001,668.5583388330001,668.5583388330001,668.5583388330001,669.5556926250001,669.5556926250001,v,1,0.4028613340001357,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,20,0,80,0,669.972018083,670.9595945000001,670.9595945000001,670.9595945000001,670.9595945000001,670.9686402500001,671.9643492079999,671.9643492079999,x,1,0.38568795899982433,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,20,1,81,1,672.3643205000003,673.350243458,673.350243458,673.350243458,673.350243458,673.364984666,674.3477874999999,674.3477874999999,v,1,0.4350947090001682,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,20,2,82,2,674.7977659580001,675.7981582500001,675.7981582500001,675.7981582500001,675.7981582500001,675.8150585829999,676.781209666,676.781209666,c,1,0.3762410839999575,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,20,3,83,1,677.1728133750003,678.1668075830003,678.1668075830003,678.1668075830003,678.1668075830003,678.1668075830003,679.1637801659999,679.1637801659999,v,1,0.48221237600000677,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,21,0,84,0,679.6561400830001,680.6424215000002,680.6424215000002,680.6424215000002,680.6424215000002,680.6513104159999,681.6479494579999,681.6479494579999,x,1,0.4553853329998674,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,21,1,85,2,682.1147805410001,683.108030375,683.108030375,683.108030375,683.108030375,683.108030375,684.1061612080002,684.1061612080002,c,1,0.5297782079996978,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
