pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
150,v,0,0,0,0,22,1,89,1,,,,,213.81665154100028,214.81201179100026,214.81201179100026,214.81201179100026,214.81201179100026,214.81201179100026,215.8089896659999,215.8089896659999,v,1,0.3284844170002543,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,22,2,90,2,,,,,216.15085870800021,217.1450707910003,217.1450707910003,217.1450707910003,217.1450707910003,217.1450707910003,218.1342938329999,218.1342938329999,c,1,0.2718439589998525,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,22,3,91,3,,,,,218.4176399580001,219.40210095800012,219.40210095800012,219.40210095800012,219.40210095800012,219.41193433299986,220.66458383300005,220.66458383300005,z,1,0.2453392510001322,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,23,0,92,0,,,,,220.92594125000005,221.91307766599994,221.91307766599994,221.91307766599994,221.91307766599994,221.92224175,222.91772149999997,222.91772149999997,x,1,0.28595916699987356,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,23,1,93,1,,,,,223.21782800000028,224.21224466600006,224.21224466600006,224.21224466600006,224.21224466600006,224.21224466600006,225.20120341600023,225.20120341600023,v,1,0.23607062500013853,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,23,2,94,2,,,,,225.45125520800002,226.4455499579999,226.4455499579999,226.4455499579999,226.4455499579999,226.4455499579999,227.442591,227.442591,c,1,0.24621579199992993,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,23,3,95,3,,,,,227.70128891600007,228.6954452079999,228.6954452079999,228.6954452079999,228.6954452079999,228.6954452079999,229.68389108300016,229.68389108300016,z,1,0.3006093339995459,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,24,0,96,0,,,,,229.99254762500004,230.97920683300026,230.97920683300026,230.97920683300026,230.97920683300026,230.98826012500012,231.98470991600016,231.98470991600016,x,1,0.5089874589998544,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,24,1,97,1,,,,,232.5102717079999,233.51833079100015,233.51833079100015,233.51833079100015,233.51833079100015,233.53548941600002,234.50144179100016,234.50144179100016,v,1,0.28183291699997426,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,24,2,98,2,,,,,234.79348062500003,235.77943083299988,235.77943083299988,235.77943083299988,235.77943083299988,235.7883078750001,236.77624754099998,236.77624754099998,c,1,0.2323334170000635,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,24,3,99,3,,,,,237.01736604100006,238.012857791,238.012857791,238.012857791,238.012857791,238.012857791,239.00969316600003,239.00969316600003,z,1,0.25287129199978153,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,25,0,100,0,,,,,239.2762822499999,240.2632524579999,240.2632524579999,240.2632524579999,240.2632524579999,240.27209916599986,241.26827912499994,241.26827912499994,x,1,0.29413379199968404,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,25,1,101,1,,,,,241.57593116599992,242.56361179099986,242.56361179099986,242.56361179099986,242.56361179099986,242.5729826249999,243.5684072500003,243.5684072500003,v,1,0.27593470900001194,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,25,2,102,2,,,,,243.85981066600016,244.84729241600007,244.84729241600007,244.84729241600007,244.84729241600007,244.85636629100009,245.85188616599999,245.85188616599999,c,1,0.2285514999998668,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,25,3,103,3,,,,,246.09337487499988,247.08002345800014,247.08002345800014,247.08002345800014,247.08002345800014,247.08897708299992,248.0852212079999,248.0852212079999,z,1,0.28721924999990733,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,26,0,104,0,,,,,248.3852569999999,249.38553345800028,249.38553345800028,249.38553345800028,249.38553345800028,249.402757416,250.368659708,250.368659708,x,1,0.3167662089999794,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,26,1,105,1,,,,,250.69353970800012,251.6852757910001,251.6852757910001,251.6852757910001,251.6852757910001,251.69499154100004,252.67726191600013,252.67726191600013,v,1,0.26329445899955317,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,26,2,106,2,,,,,252.95162087500012,253.9459299580003,253.9459299580003,253.9459299580003,253.9459299580003,253.9459299580003,254.94357674999992,254.94357674999992,c,1,0.27531616699980077,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,26,3,107,3,,,,,255.2267615830001,256.2138137500001,256.2138137500001,256.2138137500001,256.2138137500001,256.22266070800015,257.218896458,257.218896458,z,1,0.47094004199971096,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,27,0,108,0,,,,,257.7022483750002,258.6963075829999,258.6963075829999,258.6963075829999,258.6963075829999,258.6963075829999,259.68563425,259.68563425,x,1,0.3503619170001002,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,27,1,109,1,,,,,260.05221600000004,261.0464341659999,261.0464341659999,261.0464341659999,261.0464341659999,261.0464341659999,262.04384129100026,262.04384129100026,v,1,0.2623713749999297,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,27,2,110,2,,,,,262.3190749579999,263.312819708,263.312819708,263.312819708,263.312819708,263.312819708,264.30240945800006,264.30240945800006,c,1,0.19681800099988322,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,27,3,111,3,,,,,264.5111672080002,265.4971448330002,265.4971448330002,265.4971448330002,265.4971448330002,265.506077041,266.50248958300017,266.50248958300017,z,1,0.2002060419999907,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,28,0,112,0,,,,,266.71097662500006,267.7027980410003,267.7027980410003,267.7027980410003,267.7027980410003,267.71264116600014,268.7025638330001,268.7025638330001,x,1,0.32289183399961985,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,28,1,113,1,,,,,269.03608483300013,270.0298648329999,270.0298648329999,270.0298648329999,270.0298648329999,270.0298648329999,271.0274703750001,271.0274703750001,v,1,0.3020344169999589,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,28,2,114,2,,,,,271.3438459580002,272.33142129099997,272.33142129099997,272.33142129099997,272.33142129099997,272.3408060410002,273.33613295800023,273.33613295800023,c,1,0.27014075099987167,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,28,3,115,3,,,,,273.6194169579999,274.6132614160001,274.6132614160001,274.6132614160001,274.6132614160001,274.6132614160001,275.61088095800005,275.61088095800005,z,1,0.25971854199997324,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,29,0,116,0,,,,,275.88617862499996,276.88638416599997,276.88638416599997,276.88638416599997,276.88638416599997,276.9035623750001,277.86953329100015,277.86953329100015,x,1,0.2740931670000464,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,29,1,117,1,,,,,278.15304074999995,279.1467787910001,279.1467787910001,279.1467787910001,279.1467787910001,279.1467787910001,280.14434325,280.14434325,v,1,0.36889837599983366,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,29,2,118,2,,,,,280.52773983299994,281.51523695800006,281.51523695800006,281.51523695800006,281.51523695800006,281.5247357080002,282.5197081659999,282.5197081659999,c,1,0.23835191699981806,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,29,3,119,3,,,,,282.7698821660001,283.7634362910003,283.7634362910003,283.7634362910003,283.7634362910003,283.7634362910003,284.7611900410002,284.7611900410002,z,1,0.3087387509999644,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,30,0,120,0,,,,,285.07770795800025,286.0651576250002,286.0651576250002,286.0651576250002,286.0651576250002,286.0746778749999,287.0698028750003,287.0698028750003,x,1,0.28136112499987576,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,30,1,121,1,,,,,287.3612040830003,288.34811824999997,288.34811824999997,288.34811824999997,288.34811824999997,288.35712758299996,289.35326187500004,289.35326187500004,v,1,0.31993145900014497,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,30,2,122,2,,,,,289.6868222500002,290.6805209580002,290.6805209580002,290.6805209580002,290.6805209580002,290.6805209580002,291.6780578329999,291.6780578329999,c,1,0.2680270000000746,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,30,3,123,3,,,,,291.96105079100016,292.9482553329999,292.9482553329999,292.9482553329999,292.9482553329999,292.95724466599995,293.95338541599995,293.95338541599995,z,1,0.3002846250001312,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,31,0,124,0,,,,,294.2694522910001,295.26363091600024,295.26363091600024,295.26363091600024,295.26363091600024,295.26363091600024,296.2617762499999,296.2617762499999,x,1,0.24868475099992793,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,31,1,125,1,,,,,296.5271178329999,297.51553841600025,297.51553841600025,297.51553841600025,297.51553841600025,297.5242923330002,298.51178741600006,298.51178741600006,v,1,0.13801020899973082,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,31,2,126,2,,,,,298.66206950000014,299.6489796660003,299.6489796660003,299.6489796660003,299.6489796660003,299.6583734159999,300.653568833,300.653568833,c,1,0.2296817089995784,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,31,3,127,3,,,,,300.895189416,301.8824266659999,301.8824266659999,301.8824266659999,301.8824266659999,301.8914762909999,302.87866895800016,302.87866895800016,z,1,0.36973870900010297,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,32,0,128,0,,,,,303.2614262500001,304.2491287500002,304.2491287500002,304.2491287500002,304.2491287500002,304.2582093750002,305.253693958,305.253693958,x,1,0.29217125000013766,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,32,1,129,1,,,,,305.55965129100014,306.54839304100005,306.54839304100005,306.54839304100005,306.54839304100005,306.557378041,307.545667375,307.545667375,v,1,0.27513795899994875,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,32,2,130,2,,,,,307.8371467500001,308.8305600409999,308.8305600409999,308.8305600409999,308.8305600409999,308.8305600409999,309.82862454099995,309.82862454099995,c,1,0.31633816700013995,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,32,3,131,3,,,,,310.16234595800006,311.14951491600004,311.14951491600004,311.14951491600004,311.14951491600004,311.1589961660002,312.15400524999995,312.15400524999995,z,1,0.33459875099970304,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,33,0,132,0,,,,,312.5039878329999,313.50423304100013,313.50423304100013,313.50423304100013,313.50423304100013,313.521344708,314.48735262499986,314.48735262499986,x,1,0.24214454200000546,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,33,1,133,1,,,,,314.7450072910001,315.7323361250001,315.7323361250001,315.7323361250001,315.7323361250001,315.7414106250003,316.7373982080003,316.7373982080003,v,1,0.3104002509999191,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,33,2,134,2,,,,,317.0619567910003,318.0492560830003,318.0492560830003,318.0492560830003,318.0492560830003,318.058359958,319.05424166600005,319.05424166600005,c,1,0.2876014169996779,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,33,3,135,3,,,,,319.35417825000013,320.3543880000002,320.3543880000002,320.3543880000002,320.3543880000002,320.371598791,321.3378130410001,321.3378130410001,z,1,0.2633845000000292,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,34,0,136,0,,,,,321.6120409580003,322.5995108750003,322.5995108750003,322.5995108750003,322.5995108750003,322.609013666,323.6042748750001,323.6042748750001,x,1,0.350708874999782,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,34,1,137,1,,,,,323.9709202500003,324.965503375,324.965503375,324.965503375,324.965503375,324.965503375,325.96246391600016,325.96246391600016,c,0,0.3591235419999066,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,34,2,138,2,,,,,326.3377095000001,327.33165283300013,327.33165283300013,327.33165283300013,327.33165283300013,327.33165283300013,328.3211417910002,328.3211417910002,c,1,0.3265829169999961,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,34,3,139,3,,,,,328.66245475000005,329.6488611660002,329.6488611660002,329.6488611660002,329.6488611660002,329.6578508329999,330.6460206249999,330.6460206249999,z,1,0.28180720800037307,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,35,0,140,0,,,,,330.93787820800026,331.9235711250003,331.9235711250003,331.9235711250003,331.9235711250003,331.9386172909999,332.9293575410002,332.9293575410002,x,1,0.5871245009998347,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,35,1,141,1,,,,,333.5301629579999,334.51625375000003,334.51625375000003,334.51625375000003,334.51625375000003,334.5256602909999,335.5213140000001,335.5213140000001,v,1,0.2808574169998792,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,35,2,142,2,,,,,335.8127009580003,336.79963716600014,336.79963716600014,336.79963716600014,336.79963716600014,336.80860354100014,337.8039557080001,337.8039557080001,c,1,0.25729258299998037,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,35,3,143,3,,,,,338.07138650000024,339.0659504160003,339.0659504160003,339.0659504160003,339.0659504160003,339.0659504160003,340.0628528330003,340.0628528330003,z,1,0.29287762500007375,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,36,0,144,0,,,,,340.37156675000006,341.3660769160001,341.3660769160001,341.3660769160001,341.3660769160001,341.3660769160001,342.35394966600006,342.35394966600006,x,1,0.35134254199965653,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,36,1,145,1,,,,,342.721564208,343.71564279099994,343.71564279099994,343.71564279099994,343.71564279099994,343.71564279099994,344.7128989580001,344.7128989580001,v,1,0.28490637599952606,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,36,2,146,2,,,,,345.01298124999994,346.00043570800017,346.00043570800017,346.00043570800017,346.00043570800017,346.00962974999993,347.0040882500002,347.0040882500002,c,1,0.3092466670000249,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,36,3,147,3,,,,,347.3273086250001,348.31668658299986,348.31668658299986,348.31668658299986,348.31668658299986,348.3255113330001,349.3134116250003,349.3134116250003,z,1,0.2498041259996171,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,37,0,148,0,,,,,349.57962275,350.56670429099995,350.56670429099995,350.56670429099995,350.56670429099995,350.5756717080003,351.57176312499996,351.57176312499996,x,1,0.28601724999998623,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,37,1,149,1,,,,,351.871866083,352.8720773750001,352.8720773750001,352.8720773750001,352.8720773750001,352.889187708,353.855298208,353.855298208,v,1,0.2738687920000302,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,37,2,150,2,,,,,354.14506725,355.13321595800016,355.13321595800016,355.13321595800016,355.13321595800016,355.142161708,356.130042666,356.130042666,c,1,0.27571837499999674,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,37,3,151,3,,,,,356.4219955409999,357.4158708330001,357.4158708330001,357.4158708330001,357.4158708330001,357.4158708330001,358.41379366599995,358.41379366599995,z,1,0.11736258399969302,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,38,0,152,0,,,,,358.54630770799986,359.53834370799996,359.53834370799996,359.53834370799996,359.53834370799996,359.53834370799996,360.5387649160002,360.5387649160002,x,1,0.29732795800009626,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,38,1,153,1,,,,,360.846654166,361.834242333,361.834242333,361.834242333,361.834242333,361.84370741600014,362.8303526660002,362.8303526660002,v,1,0.30196045899992896,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,38,2,154,2,,,,,363.14694899999995,364.1342909160003,364.1342909160003,364.1342909160003,364.1342909160003,364.14374687500003,365.13892887500015,365.13892887500015,c,1,0.3370292919998974,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,38,3,155,3,,,,,365.4889335830003,366.48914408300016,366.48914408300016,366.48914408300016,366.48914408300016,366.50623720800013,367.4723505830002,367.4723505830002,z,1,0.2866610419996505,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,39,0,156,0,,,,,367.7726898330002,368.76664470800006,368.76664470800006,368.76664470800006,368.76664470800006,368.76664470800006,369.76411587500024,369.76411587500024,x,1,0.47523479200026486,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,39,1,157,1,,,,,370.25568225000006,371.2497063330002,371.2497063330002,371.2497063330002,371.2497063330002,371.2497063330002,372.24721920799993,372.24721920799993,v,1,0.33338170899969555,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,39,2,158,2,,,,,372.596804541,373.58406566600024,373.58406566600024,373.58406566600024,373.58406566600024,373.59291916600023,374.58921891599994,374.58921891599994,c,1,0.25835895799991704,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,39,3,159,3,,,,,374.86256083299986,375.85152637500005,375.85152637500005,375.85152637500005,375.85152637500005,375.86098225000023,376.85590337500025,376.85590337500025,z,1,0.23404137499983335,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,40,0,160,0,,,,,377.1059512500001,378.09980862500015,378.09980862500015,378.09980862500015,378.09980862500015,378.09980862500015,379.09784604100014,379.09784604100014,x,1,0.26050074999966455,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,40,1,161,1,,,,,379.37287808300016,380.36722120800005,380.36722120800005,380.36722120800005,380.36722120800005,380.36722120800005,381.3553216250002,381.3553216250002,v,1,0.2812152920000699,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,40,2,162,2,,,,,381.64738883300015,382.63469316600003,382.63469316600003,382.63469316600003,382.63469316600003,382.64412462500013,383.63948304099995,383.63948304099995,c,1,0.30449554199958584,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,40,3,163,3,,,,,383.9561705000001,384.9563572080001,384.9563572080001,384.9563572080001,384.9563572080001,384.9735390000001,385.9395988330002,385.9395988330002,z,1,0.26914229199974216,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,41,0,164,0,,,,,386.2228861660001,387.217296583,387.217296583,387.217296583,387.217296583,387.217296583,388.2143572499999,388.2143572499999,x,1,0.31178416700004163,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,41,1,165,1,,,,,388.53959695799995,389.5239901250002,389.5239901250002,389.5239901250002,389.5239901250002,389.53379262499993,390.52305216600007,390.52305216600007,v,1,0.3086130419997062,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,41,2,166,2,,,,,390.8474329999999,391.83505266600014,391.83505266600014,391.83505266600014,391.83505266600014,391.8441485829999,392.83969241600016,392.83969241600016,c,1,0.2668433749995529,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,41,3,167,3,,,,,393.1148054999999,394.1016333749999,394.1016333749999,394.1016333749999,394.1016333749999,394.11108324999987,395.0983247080003,395.0983247080003,z,1,0.35475545899998906,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,42,0,168,0,,,,,395.4645955000001,396.45140329100013,396.45140329100013,396.45140329100013,396.45140329100013,396.4602675000001,397.4556375410002,397.4556375410002,x,1,0.28445954200014967,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,42,1,169,1,,,,,397.75658925000016,398.7508217499999,398.7508217499999,398.7508217499999,398.7508217499999,398.7508217499999,399.74815579100004,399.74815579100004,v,1,0.25886774999980844,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,42,2,170,2,,,,,400.0232405410002,401.01770104100024,401.01770104100024,401.01770104100024,401.01770104100024,401.01770104100024,402.0147444160002,402.0147444160002,c,1,0.3615425010002582,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,42,3,171,3,,,,,402.3900211660002,403.3901887080001,403.3901887080001,403.3901887080001,403.3901887080001,403.407377,404.3734293749999,404.3734293749999,z,1,0.35145349999993414,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,43,0,172,0,,,,,404.7401481249999,405.7344819580003,405.7344819580003,405.7344819580003,405.7344819580003,405.7344819580003,406.7235255830001,406.7235255830001,x,1,0.2391405839998697,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,43,1,173,1,,,,,406.97349862500005,407.9580168749999,407.9580168749999,407.9580168749999,407.9580168749999,407.96781179100026,408.95695562499986,408.95695562499986,v,1,0.4383677920000082,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,43,2,174,2,,,,,409.40687879100005,410.3913415000002,410.3913415000002,410.3913415000002,410.3913415000002,410.40110029100015,411.389644375,411.389644375,c,1,0.23416041699965717,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,43,3,175,3,,,,,411.63192766600014,412.619195666,412.619195666,412.619195666,412.619195666,412.62890904100004,413.6231419999999,413.6231419999999,z,1,0.2955794589997822,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,44,0,176,0,,,,,413.932090625,414.9190159580003,414.9190159580003,414.9190159580003,414.9190159580003,414.9285956660001,415.92376787500007,415.92376787500007,x,1,0.34990062499991836,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,44,1,177,1,,,,,416.2813947499999,417.26914691599995,417.26914691599995,417.26914691599995,417.26914691599995,417.27822775000004,418.2738453330003,418.2738453330003,v,1,0.2947466259997782,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,44,2,178,2,,,,,418.5829708330002,419.56900316600013,419.56900316600013,419.56900316600013,419.56900316600013,419.5778338750001,420.5738743750003,420.5738743750003,c,1,0.23795325099990805,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,44,3,179,3,,,,,420.82396000000017,421.80955995800014,421.80955995800014,421.80955995800014,421.80955995800014,421.82470004100014,422.8073047080002,422.8073047080002,z,1,0.2704475420000563,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,45,0,180,0,,,,,423.090745041,424.08501137500025,424.08501137500025,424.08501137500025,424.08501137500025,424.08501137500025,425.08239620799986,425.08239620799986,x,1,0.22549016699986169,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,45,1,181,1,,,,,425.3235128330002,426.317961791,426.317961791,426.317961791,426.317961791,426.317961791,427.31548087500005,427.31548087500005,v,1,0.2694796670002688,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,45,2,182,2,,,,,427.5991336249999,428.58624283300014,428.58624283300014,428.58624283300014,428.58624283300014,428.5957047500001,429.590933125,429.590933125,c,1,0.27755779199969766,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,45,3,183,3,,,,,429.88279887499993,430.8690296660002,430.8690296660002,430.8690296660002,430.8690296660002,430.87810612500016,431.87429891600004,431.87429891600004,z,1,0.25555020899992087,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,46,0,184,0,,,,,432.14027241600024,433.13497662500004,433.13497662500004,433.13497662500004,433.13497662500004,433.13497662500004,434.13230645800013,434.13230645800013,x,1,0.4535512090001248,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,46,1,185,1,,,,,434.5984974160001,435.5858960830001,435.5858960830001,435.5858960830001,435.5858960830001,435.594838125,436.5828704579999,436.5828704579999,v,1,0.3374159589998271,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,46,2,186,2,,,,,436.93193841599987,437.91943541599994,437.91943541599994,437.91943541599994,437.91943541599994,437.928866708,438.9235305000002,438.9235305000002,c,1,0.2807518329996128,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
